#gene,symbol,ABCC8,APOE,CDC123,CDKAL1,COBLL1,GCKR,GIPR,HNF1A,HNF4A,HTT,IGF2BP2,KCNJ11,SLC16A11,SLC30A8,TCF7L2,TGFB1,TLE4,TMCC,WDR13,WFS1,NumberOfSamples
ENSG00000149600,COMMD7,1,1,1,1,1,1,1.568,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000149639,SOGA1,1,1,1,1,1,1,1,1,1,1,1,1,0.603,1,1,1,1,1,1,1,1
ENSG00000149742,SLC22A9,1,1,1,1,1,1,1,1,0.023,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000149781,FERMT3,1,1,2.537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000149809,TM7SF2,1,1,1,1,1,1,1,1,1,1,1,0.448,1,1,1,1,1,1,1,1,1
ENSG00000149930,TAOK2,1,1,1,1,1,1,1,1,1,1,1,0.663,1,1,1,1,1,1,1,1,1
ENSG00000150093,ITGB1,1,1,1,1,1,1,1,1,1.699,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000150347,ARID5B,1,1,1,1,1,1,1,1,0.424,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000150457,LATS2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.585,1,1,1,1,1
ENSG00000150637,CD226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025,1,1,1,1,1,1
ENSG00000150773,PIH1D2,1,1,1,0.462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000150779,TIMM8B,1,1,1,1,1,1,1.614,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000150782,IL18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.769,1,1,1,1,1
ENSG00000150961,SEC24D,1,1,1,1,1,1,1,0.64,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000150990,DHX37,1,1,1,1,1,1,1,1,1,1,1,0.548,1,1,1,1,1,1,1,1,1
ENSG00000151014,NOCT,1,1,1,1,1,1,1,1,0.617,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000151023,ENKUR,1,1,1,1,1,1,1,0.489,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000151067,CACNA1C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.633,1,1,1,1,1,1
ENSG00000151117,TMEM86A,1,1,1,1,1,1,1,1,1,1,1,0.634,1,1,1,1,1,1,1,1,1
ENSG00000151151,IPMK,1,1,1,1,1,1,1,1,1,1,1,2.884,1,1,1,1,1,1,1,1,1
ENSG00000151240,DIP2C,1,1,1,1,1,1,1,1,0.556,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000151247,EIF4E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.673,1,1,1,1,1,1
ENSG00000151304,SRFBP1,1,1,1,1,1,1,1,0.649,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000151338,MIPOL1,1,1,1,1,1,1,1,1,1,1,1,1.535,1,1,1,1,1,1,1,1,1
ENSG00000151422,FER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.549,1,1,1,1,1,1
ENSG00000151470,C4orf33,1,1,1,1,1,1,1,0.582,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000151552,QDPR,1,1,1,1,1,1,1,1,0.595,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000151572,ANO4,1,1,1,1,1,1,0.331,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000151650,VENTX,1,1,1,1,1,1,0.038,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000151689,INPP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.565,1,1,1
ENSG00000151693,ASAP2,1,1,1,1,1,1,1,1,1.762,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000151726,ACSL1,1,1,1,0.618,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000151748,SAV1,1,1,1,1,1,1,1,1,1,1,1,1.702,1,1,1,1,1,1,1,1,1
ENSG00000151778,SERP2,1,1,1,1,1,1,1,1.517,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000151779,NBAS,1,1,1,1,1,1,1,1,1,1,1,1,0.643,1,1,1,1,1,1,1,1
ENSG00000151893,CACUL1,1,1,1,1,1,1,1,0.617,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000151929,BAG3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.561,1,1,1,1,1,1
ENSG00000151948,GLT1D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.226,1,1,1,1,1,1
ENSG00000151967,SCHIP1,1,1,1,1,1,1,1,1,2.735,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152049,KCNE4,1,1,1,1,1,1,1,2.877,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152117,SMPD4BP,1,1,1,1,1,1,1,1,1,1,1,0.668,1,1,1,1,1,1,1,1,1
ENSG00000152240,HAUS1,1,1,1,1,1,1,1,1,1.556,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152270,PDE3B,1,1,1,1,1,1,1,0.45,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152315,KCNK13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.14,1,1,1,1,1,1
ENSG00000152332,UHMK1,1,1,1,1,1,1,1,1,1,1,1,2.346,1,1,1,1,1,1,1,1,1
ENSG00000152404,CWF19L2,1,1,1,1,0.659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152409,JMY,1,1,1,1,1,1,1,1,1,1,1,1.864,1,1,1,1,1,1,1,1,1
ENSG00000152484,USP12,1,1,1,1,1,1,1,1,1,1,1,1.644,1,1,1,1,1,1,1,1,1
ENSG00000152556,PFKM,1,1,1,1,1,1,1,1.628,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152578,GRIA4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.105,1,1,1,1,1,1
ENSG00000152592,DMP1,1,1,1,1,1,1,1,1,65.886,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152601,MBNL1,1,1,1,1,1,1,1,0.391,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152620,NADK2,1,1,1,0.608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152683,SLC30A6,1,1,1,1,1,1,1,0.634,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152767,FARP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.609,1,1,1,1,1,1
ENSG00000152778,IFIT5,1,1,1,1,1,1,1,1,0.621,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152795,HNRNPDL,1,1,1,1,1,1,0.623,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152818,UTRN,1,1,1,1,1,1,0.661,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152932,RAB3C,1,1,1,1,1,1,1,0.562,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000152969,JAKMIP1,1,1,1,1,1,10.993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153006,SREK1IP1,1,1,1,1,1,1,1,1,1,1,1,1.513,1,1,1,1,1,1,1,1,1
ENSG00000153037,SRP19,1,1,1,1,1.803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153048,CARHSP1,1,1,1,1,1,1,1,1,0.443,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153093,ACOXL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.579,1
ENSG00000153107,ANAPC1,1,1,1,1,1,1,1,1,1,1,1,1.536,1,1,1,1,1,1,1,1,1
ENSG00000153140,CETN3,1,1,1,1,1,1,1,1,1,1,1,1.741,1,1,1,1,1,1,1,1,1
ENSG00000153157,SYCP2L,1,1,1,0.439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153165,RGPD3,1,1,1,1,1,1,0.373,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153179,RASSF3,1,1,1,1,1,1,1,1.577,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153207,AHCTF1,1,1,1,0.668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153214,TMEM87B,1,1,1,1,1,1,1,0.504,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153233,PTPRR,1,1,3.598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153237,CCDC148,1,1,1,1,1,1,0.553,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153283,CD96,1,1,1,1,4.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153303,FRMD1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.514,1,1,1,1,1,1
ENSG00000153317,ASAP1,1,1.592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153363,LINC00467,1,1,1,0.647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153563,CD8A,1,1,1,1,1,1,1,1,2.475,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153721,CNKSR3,1,1,1,1,1,1,1,1,0.42,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153896,ZNF599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.644,1,1,1
ENSG00000153922,CHD1,1,1,1,1,1,1,0.593,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153944,MSI2,1,1,1,1,1,1,0.622,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153975,ZUP1,1,1,1,1,1,1,1,0.651,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000153989,NUS1,1,1,1,1,1,1,1,1,1,1,1,1.84,1,1,1,1,1,1,1,1,1
ENSG00000154114,TBCEL,1,1,1,1,1,1,1,0.541,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000154133,ROBO4,1,1,1,11.412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000154174,TOMM70,1,1,1,1,1,1,1,0.626,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000154222,CC2D1B,1,1,1,1,1,1,1,1,1,1,1,0.654,1,1,1,1,1,1,1,1,1
ENSG00000154319,FAM167A,1,1,1,1,1,1,1,1,0.527,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000154358,OBSCN,1,1,1,0.552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000154359,LONRF1,1,1,1,1,1,1,1,1,1,0.63,1,1,1,1,1,1,1,1,1,1,1
ENSG00000154451,GBP5,1,5.358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000154479,CCDC173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.416,1,1,1,1,1,1
ENSG00000154654,NCAM2,1,1,1,1,1,1,1,1,0.442,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000154719,MRPL39,1,1,1,0.594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000154727,GABPA,1,1,1,1,1,1,1,1,1,1,1,1.866,1,1,1,1,1,1,1,1,1
ENSG00000154736,ADAMTS5,1,1,1,1,1,1,1,1,3.951,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000154803,FLCN,1,1,1,1,1,1,1,1,0.513,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000154814,OXNAD1,1,1,1,1,1,1,1,1,0.621,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000154832,CXXC1,1,1,1,1,1,1,1,1,1,1,1,0.602,1,1,1,1,1,1,1,1,1
ENSG00000154898,CCDC144CP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.069,1,1,1,1,1,1
ENSG00000154957,ZNF18,1,1,1,1,0.631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000155026,RSPH10B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.163,1,1,1,1,1,1
ENSG00000155111,CDK19,1,1,1,1,1,1,1,1,1,1,1,1.564,1,1,1,1,1,1,1,1,1
ENSG00000155256,ZFYVE27,1,1,1,1,1,1,1,1,1,1,1,0.645,1,1,1,1,1,1,1,1,1
ENSG00000155307,SAMSN1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.234,1,1,1,1,1,1
ENSG00000155545,MIER3,1,1,1,1,1,1,1,1,1,1,1,1.703,1,1,1,1,1,1,1,1,1
ENSG00000155561,NUP205,1,1,1,0.665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000155592,ZKSCAN2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.656,1,1,1,1,1,1
ENSG00000155629,PIK3AP1,1,1,1.976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000155660,PDIA4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.586,1,1,1,1,1,1
ENSG00000155749,FLACC1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.047,1,1,1,1,1,1
ENSG00000155754,C2CD6,1,1,1,1,1,1,1,1,0.07,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000155846,PPARGC1B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.35,1
ENSG00000155868,MED7,1,1,1,1,1,1,1,0.62,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000155961,RAB39B,1,1,1,1,1,1,1,0.561,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000155966,AFF2,1,1,1,1,1,1,0.602,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000155970,MICU3,1,1,1,1,1,1,0.56,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156011,PSD3,1,1,1,1,1,1,0.656,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156030,MIDEAS,1,1,1,1,1,1,1,1.509,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156162,DPY19L4,1,1,1,1,1,1,1,1,1,1,1,2.208,1,1,1,1,1,1,1,1,1
ENSG00000156172,C8orf37,1,1,1,1,1,1,1,1,0.618,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156256,USP16,1,1,1,1,1.734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156273,BACH1,1,1,1,1,1,1,1,1,1,1,1,1.744,1,1,1,1,1,1,1,1,1
ENSG00000156299,TIAM1,1,1,1,1,1,1,1,1,4.786,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156384,SFR1,1,1,1,1,1,1,1,0.633,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156411,ATP5MPL,1,1,1,1,1,1,1.755,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156453,PCDH1,1,1,1,1,1,1,1,1,1,0.619,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156475,PPP2R2B,1,1,1,1,1,1,1,1,1,1,1,0.669,1,1,1,1,1,1,1,1,1
ENSG00000156486,KCNS2,1,1,1,1,1,1,1,33.781,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156504,FAM122B,1,1,1,1,1,1,1,1,1,1,1,1.595,1,1,1,1,1,1,1,1,1
ENSG00000156509,FBXO43,1,1,1,1,1,1,1,1,6.555,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156521,TYSND1,1,1,1,1,1,1,1.606,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156531,PHF6,1,1,1,1,1,1,1,1,1,1,1,2.175,1,1,1,1,1,1,1,1,1
ENSG00000156574,NODAL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.254,1,1
ENSG00000156603,MED19,1,1,1,1,1,1,1,1.636,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156709,AIFM1,1,1,1,1,1,1,1,1,0.656,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156795,NTAQ1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.528,1,1,1,1,1,1
ENSG00000156804,FBXO32,1,1,1,1,1,1,1,1,0.44,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156860,FBRS,1,1,1,1,1,1,1,1,1,1,1,0.573,1,1,1,1,1,1,1,1,1
ENSG00000156959,LHFPL4,1,1,1,1,1,1,1,1,0.643,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000156990,RPUSD3,1,1,1,1,1,1,1,1,1,1,1,0.645,1,1,1,1,1,1,1,1,1
ENSG00000157087,ATP2B2,1,1,1,1,1,1,1,3.228,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157150,TIMP4,2.051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157181,ODR4,1,1,1,1,1,1,1,0.484,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157193,LRP8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.563,1,1
ENSG00000157353,FCSK,1.544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157483,MYO1E,1,1,1,1,1,1,1,1,0.553,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157617,C2CD2,1,1,1,1,1,1,1,1.516,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157653,C9orf43,1,1,1,1,1,1,1,1,1,1.881,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157856,DRC1,1,1,1,1,1,1,1,1,1.887,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157881,PANK4,1,1,1,1,1,1,1.531,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157895,C12orf43,1,1,1,1,1,1,1,1,1,1,1,0.667,1,1,1,1,1,1,1,1,1
ENSG00000158042,MRPL17,1,1,1,1,1,1,1,1,1,1,1,0.663,1,1,1,1,1,1,1,1,1
ENSG00000158079,PTPDC1,1,1,1,0.646,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000158156,XKR8,1,1,1,1,1,1,1.618,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000158201,ABHD3,1,1,1,1,1,1,1,1,0.448,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000158458,NRG2,1,1,1,1,1,1,1,3.879,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000158480,SPATA2,1,1,1,1,1,1,1,1,0.574,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000158483,FAM86C1P,1,1,1,1,1,1,1,1,1,1.635,1,1,1,1,1,1,1,1,1,1,1
ENSG00000158486,DNAH3,1,1,1,1,1,1,1,1,11.277,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000158552,ZFAND2B,1,1,1,1,1,1,1.915,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000158691,ZSCAN12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.641,1,1,1,1,1,1
ENSG00000158710,TAGLN2,1,1,1,1,1,1,1.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000158748,HTR6,1,0.134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000158769,F11R,1,1,1,1,1,1,1,1,0.552,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000158805,ZNF276,1,1,1,1,1,1,1,1,1,1,1,0.622,1,1,1,1,1,1,1,1,1
ENSG00000158850,B4GALT3,1,1,1,1,1,1,1,1,1,1,1,0.642,1,1,1,1,1,1,1,1,1
ENSG00000158985,CDC42SE2,1,1,1,1,1,1,1,0.552,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000159147,DONSON,1,1,1,1,1,1,1,1,1,1,1,1.676,1,1,1,1,1,1,1,1,1
ENSG00000159164,SV2A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.668,1,1,1,1,1
ENSG00000159173,TNNI1,1,1,1,6.321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000159247,TUBBP5,1,1,1,1,1,1,1,1.556,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000159259,CHAF1B,1,1,1,1,1,1,1,1,2.133,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000159403,C1R,1,1,1,1,1,1,1,2.379,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000159409,CELF3,1,1,1,1,1,1,1,1,1,1,1,0.593,1,1,1,1,1,1,1,1,1
ENSG00000159459,UBR1,1,1,1,1,1,1,1,0.668,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000159588,CCDC17,1,1,1,1,1,1,1,1.697,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000159658,EFCAB14,1,1,1,1,1,1,1,0.616,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000159712,ANKRD18CP,1,1,1,1,1,1,1,1,0.469,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000159713,TPPP3,1,1,1,1,1,1,1,1,2.515,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000159733,ZFYVE28,1,1,1,1,1,1,1,1.949,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000159792,PSKH1,1,1,1,1,1,1,1,1,1,1,1,0.595,1,1,1,1,1,1,1,1,1
ENSG00000159873,CCDC117,1,1,1,1,1,1,1,1,1,1,1,1.804,1,1,1,1,1,1,1,1,1
ENSG00000160075,SSU72,1,1,1,1,1,1,1,1,1,1,1,0.632,1,1,1,1,1,1,1,1,1
ENSG00000160111,CPAMD8,1,1,1,1,1,1,1,2.008,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160145,KALRN,1,1,1,1,1,1,0.664,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160161,CILP2,1,0.188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160190,SLC37A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.56,1,1,1,1,1,1
ENSG00000160193,WDR4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.667,1,1,1,1,1,1
ENSG00000160226,CFAP410,1,1,1,1,1,1,1,1.859,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160318,CLDND2,1,1,1,1,1,1,2.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160323,ADAMTS13,1,1,1,1,1,1,1,1.58,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160404,TOR2A,1,1,1,1,1,1,1,1,1,1,1,0.464,1,1,1,1,1,1,1,1,1
ENSG00000160445,ZER1,1,1,1,1,1,1,1,1,1,1,1,0.609,1,1,1,1,1,1,1,1,1
ENSG00000160460,SPTBN4,1,1,1,1,1,1,1,1,1,1,1,0.472,1,1,1,1,1,1,1,1,1
ENSG00000160471,COX6B2,1,1,0.122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160563,MED27,1,1,1,1,1,1,1,1,1.546,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160654,CD3G,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.402,1,1,1,1,1,1
ENSG00000160685,ZBTB7B,1,1,1,1,1,1,1,1,1,1,1,0.572,1,1,1,1,1,1,1,1,1
ENSG00000160688,FLAD1,1,1,1,1.734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160703,NLRX1,1,1,1,1,1,1,1,1,1,1,1,0.493,1,1,1,1,1,1,1,1,1
ENSG00000160716,CHRNB2,1,1,1,1,1,1,1,1,1,1,1,0.622,1,1,1,1,1,1,1,1,1
ENSG00000160767,FAM189B,1,1,1,1,1,1,1,1,1,1,1,0.602,1,1,1,1,1,1,1,1,1
ENSG00000160781,PAQR6,1,1,1,1,1,1,1,1,1,1,1,0.657,1,1,1,1,1,1,1,1,1
ENSG00000160789,LMNA,1,1,1,1,1,1,1,1,1,1,1,0.602,1,1,1,1,1,1,1,1,1
ENSG00000160796,NBEAL2,1,1,1,1,1,1,1,1,0.438,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160818,GPATCH4,1,1,1,1,1,0.657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160908,ZNF394,1,1,1,1,1,1,1,1,0.662,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160951,PTGER1,1,1,1,1,1,1,1,1,5.945,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160959,LRRC14,1,1,1,1,1,1,1,1,1,1,1,0.588,1,1,1,1,1,1,1,1,1
ENSG00000161013,MGAT4B,1,1,1,1,1,1,1,1,1,1,1,0.658,1,1,1,1,1,1,1,1,1
ENSG00000161149,TUBA3FP,1,1,1,1,1,1,1,1,1.773,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000161179,YDJC,1,1,1,1,1,1,2.601,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000161180,CCDC116,1,1,1,1,1,1,1,1,1,1,1,0.323,1,1,1,1,1,1,1,1,1
ENSG00000161270,NPHS1,1,1,1,1,1,1,1,1,1,1,1,0.544,1,1,1,1,1,1,1,1,1
ENSG00000161381,PLXDC1,1,1,0.203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000161395,PGAP3,1,1,1,1,1,1,1,1,1,1,1,0.588,1,1,1,1,1,1,1,1,1
ENSG00000161509,GRIN2C,1,1,1,1,1,1,1,1,1,0.311,1,1,1,1,1,1,1,1,1,1,1
ENSG00000161647,MPP3,1,1,1,1,1,1,1,1,2.138,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000161652,IZUMO2,1,1,1,1,1,1,1,1,1,1,1,1,6.96,1,1,1,1,1,1,1,1
ENSG00000161664,ASB16,3.451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000161813,LARP4,1,1,1,1,1,1,1,0.628,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000161920,MED11,1,1,1,1,1,1,1.503,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000161960,EIF4A1,1,1,1,0.481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000161996,WDR90,1,1,1,1,1,1,1,2.04,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000162009,SSTR5,1,1,1,1,1,1,2.461,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000162139,NEU3,1,1,1,1,1,1,1,1,1,1,1,1,0.657,1,1,1,1,1,1,1,1
ENSG00000162144,CYB561A3,1,1,1,1,1,1,1,1,1,1,1,0.63,1,1,1,1,1,1,1,1,1
ENSG00000162148,PPP1R32,1,1,1,1,1,1,1,1.497,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000162191,UBXN1,1,1,1,1,1,1,1,1,1,1,1,0.563,1,1,1,1,1,1,1,1,1
ENSG00000162227,TAF6L,1,1,1,1,1,1,1.509,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000162300,ZFPL1,1,1,1,1,1,1,1,1,1,1,1,0.593,1,1,1,1,1,1,1,1,1
ENSG00000162337,LRP5,1,0.558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000162341,TPCN2,1,1,1,1,1,1,1,1.527,1,1,1,1,1,1,1,1,1,1,1,1,1
